,PR,CB
796741,0.04379075821083507,0.0
848784,0.47387145657232793,0.0
857203,0.01776375948150737,0.0
14699,0.0,0.0
44764,0.048685419809609776,0.002080250027244189
75747,0.16170073380670816,0.011616505090712576
97182,0.006464755630713079,0.006741924290607332
14724,0.0016801376294720487,0.0010936734628961726
936946,0.005075951632280954,0.020753493804916257
14757,0.0,0.0
79960,0.01221831534252635,0.0
150048,9.73262632369846e-05,0.0037024529652000065
203008,0.017162730435295575,0.0
303626,0.0030256873409297627,0.0
825924,0.0003080237921362111,8.472953245035068e-05
887619,0.01071377530805418,0.00013924334803745462
14822,0.0,0.0
128440,0.0064554019669511385,0.0002203573596715604
128495,0.004697005067551206,0.0
758453,0.0029872248346251773,0.0
891264,0.0026999568565753756,0.0
923033,0.009010897053189736,0.0
16281,0.006924913244352359,0.004730084938163821
14931,0.0,0.0
58549,0.039059709990604936,0.03654465686405113
14959,0.0,0.0
15158,0.0,0.0
49774,0.006423166840438088,0.0
61044,0.03284260786092835,0.0
96379,0.016898595751090408,0.0075420014761593095
467203,0.10757609406278608,0.15020339124356985
69986,0.0156444550639943,0.0050705917975287645
72205,0.009686686181714718,0.001549280889303905
159699,0.02165846423626791,0.032873331583612456
294085,0.00798178315034161,0.005465276710395242
637150,0.002960976371959648,0.0
806247,0.013109658966974082,0.0023839415393144712
15405,0.0,0.0
16438,0.007079837410830889,0.0
64303,0.017498289033623216,0.0
73421,0.010641537764713103,0.0
154530,0.015925340221358865,0.0
180263,0.0057854911995565824,0.0
314600,0.040732586588659477,0.0031890930799659293
343930,0.020557697632616147,0.0013833366035367256
475932,0.0069080495788097504,0.0
478426,0.011436842155613167,0.0
485191,0.007712838024806523,0.0
501692,0.008940108226615201,0.0
569914,0.031238764499269378,0.0
684240,0.004799014206951276,0.0
764181,0.0034606286879899466,0.0
790732,0.01562650899642014,0.0
866786,0.0898355546088231,0.0
939567,0.0515936075604144,0.009899119813036292
78044,0.02107178597394473,0.07427343628466801
15856,0.0,0.0
16132,0.0,0.0
16186,0.0,0.0
572579,0.02085525894585117,0.0006777725843540547
16227,0.0,0.0
38466,0.018409645459148805,0.02939094906148569
16235,0.0,0.0
44703,0.004558627013629673,0.0021834093187728266
153590,0.004206977070380757,0.0003576685747277651
179205,0.007575899083390365,0.0010023064475959912
232564,0.03113256375834335,0.0029187681961326912
295545,0.014896287656199296,0.03937848599961865
626268,0.006069406653174791,0.025559430356164887
696015,0.010060136619249548,0.006534224637640914
888730,0.0551203919521537,0.009896092296151794
29067,0.010178167474320468,0.0
423267,0.052390661260932496,0.0
483587,0.045109080330879424,0.0
582313,0.058044145619415975,0.026645966231064563
47033,0.009148937680147615,0.002731162810086478
16574,0.0,0.006000106149817426
129761,0.010191607723998079,0.0043764249808155185
301619,0.009995111708829583,0.060376713836303324
334193,0.04467387513842596,0.026256694252562694
798662,0.04530883775391672,0.0
131841,0.02565265697228506,0.0
16925,0.0,0.0
793227,0.08040249124501694,0.0
93322,0.04282901860563722,0.008034813657488999
16944,0.005487027552019521,0.0
138063,0.014809818134562402,0.0
160848,0.022872045735756404,0.0
328014,0.05660482490421727,0.012595979872332205
641994,0.016590893270034792,0.0
751592,0.030164083419690676,0.02372221796423005
785380,0.08731616450817091,0.03830936426989044
836312,0.020766207761825837,0.0006107265880806174
17021,0.0,0.0
263937,0.0054209454932894075,0.0
540883,0.014949469486480588,0.0
817754,0.007109791961569996,0.0
845775,0.0008380428125527281,0.0
864209,0.014625748558392137,0.00387608363190872
17387,0.0016286941863564142,0.0
70027,0.0018169554230352102,0.0
104455,0.004655583014863615,0.0
120953,0.0037895442983441182,0.0
501081,0.006961063947557611,0.0
564726,0.003417030814074779,0.0
784814,0.0015069534087903793,0.0
40225,0.08198396313303169,0.0037070907460113236
17748,0.02483312816297154,0.004565090889251071
418955,0.05308781393300186,0.004101657796553787
491220,0.06097788491350816,0.011847893401035975
575012,0.012977304240262697,0.0
597309,0.0506758723485173,0.026821267166284878
801573,0.024584799449820293,0.003485353102310971
806877,0.06732380629855728,0.019995914819593823
830375,0.01710548621142573,0.0007510226851363298
33161,0.14202061715412428,0.8488415001659358
17877,0.004264588180823513,0.003185876858507988
590285,0.0063982459612880165,0.0007210079737560794
607448,0.0867691150513275,0.008706507489603572
766094,0.013444162907882804,0.0
944349,0.017125633089284824,0.0
17882,0.0,0.0
17929,0.009515316049803161,0.0008978149451021431
162930,0.004675475684571412,0.0
164093,0.027703476896030105,0.0
185948,0.015701204659885178,0.0003584576880128875
260038,0.07871098782316652,0.006123605285662321
368367,0.0140440880470576,0.0
378624,0.06417033951814131,0.02813890626793092
29867,0.012783405854160915,0.010526992423057943
17937,0.0,0.0
171728,0.024710319461831973,0.0
273531,0.013014507361952147,0.05537785508111549
314113,0.005653314499732317,0.0032636560647542486
81796,0.11234344954203442,0.0
18137,0.0013458555572976492,0.0
119629,0.0017562292631020694,0.0
290464,0.010317390869455746,0.0
764702,0.06405933529308552,0.0
845443,0.007514164665008039,0.0
305501,0.01789217012635645,3.7657569977933634e-05
18176,0.014009242235838005,0.0
103162,0.006395968762187321,7.269052144225371e-05
213212,0.015015295603261421,0.005928083026582846
302685,0.026124003976610664,0.0
384675,0.03987392954230401,0.023538833461675283
834673,0.010123511484583271,0.0
489520,0.020240500416955184,0.03229090669768754
18513,0.0,0.0
18691,0.0,0.0
671244,0.007705467693124337,0.0
766533,0.0,0.0
78886,0.005610400518277809,0.0
18828,0.0,0.0
80720,0.006265773754877912,0.0
137390,0.03789851093666165,0.001112691531967039
260212,0.011470270376235488,0.005412543803848528
482677,0.0033965084216900044,0.0
567570,0.003162820902409686,2.359103405951869e-05
789340,0.00014477281656501457,0.0
831215,0.013584128859931944,0.0
895443,0.009811116612884982,0.005095289680011202
18862,0.0,0.0
53739,0.01645174244713407,0.06791544086371097
98081,0.009265037627257618,0.034957279573754774
106987,0.010186732206485343,0.020639624751188544
131681,0.02039109807698143,0.004116181607310245
314155,0.0014529262614421412,0.0001757353265636903
330575,0.021935698618738383,0.006173827993249335
344275,0.017383037220670933,0.021721104492389235
745915,0.008572781133552723,0.00991882346963577
753985,0.01071985836069922,0.0
794449,0.004519944913606335,0.0
822777,0.012865446618917918,0.004962430888203255
19029,0.0,0.0
19133,0.0,0.0
132449,0.015992919968807733,0.0029045214614738684
232701,0.004859341738587186,1.1715688437579354e-05
362437,0.004427250909780074,0.0
409968,0.007820162636001627,0.0
671156,0.0076601798130236255,0.0043345999351763875
815236,0.004311489651302618,0.01154949581008971
837946,0.0035490625537081023,0.0014988101114035176
838300,0.00800915698260356,0.000339259565681193
52900,0.04645839116240979,0.4656839867705493
87985,0.07658639359483807,0.0
274321,0.01787778248008662,0.12089964865189301
814852,0.007136229308207805,0.0
823012,0.01316265104958116,0.014650793306648978
19392,0.0,0.0
19701,0.07036900883697414,0.0002539793886289524
34988,0.004815223176624231,0.0
44906,0.015738308084371537,0.0
46527,0.00026245660611410834,0.0
188190,0.0,0.0
423305,0.0250155569408169,0.0
633181,0.011569187518956142,0.0
751604,0.008786686454042443,0.0
179379,0.019966698110255754,0.0
19435,0.0025263796573819493,0.0
188202,0.004203582138119888,0.0
224638,0.026393874559894188,0.0008754753682131901
233066,0.05599371925892109,0.0022057473310170125
307025,0.012880317304782314,0.0
504928,0.020932696548581414,0.0
614339,0.01381665553382642,0.002486445662154118
763301,0.08645476873875543,0.007236111279982048
608945,0.007440426824084934,0.0
19740,0.0,0.0
19831,0.0,0.0
781370,0.0017111401886257054,0.0
19892,0.01384800145438502,0.0
154998,0.010327373866928153,0.0016820381256810357
257544,0.030115174286741007,0.0
749734,0.05132026110636619,0.0
855423,0.023926259604036368,0.0
341422,0.0076244918006691045,0.0004518908397352036
19953,0.0,0.0
591104,0.013192416611698643,0.0
688804,0.004501840305487538,0.0058578442187896766
20028,0.0,0.0
28166,0.09737871126796194,0.0
59156,0.07948992703223423,0.02544749386969489
76881,0.1432329565783429,0.0
276085,0.22564732070716254,0.0
81194,0.05344917602363407,0.04156357900666243
20278,0.04870418750791016,0.0009235607390696353
100854,0.01657630475826653,0.026617118253355405
108826,0.1848531941808502,0.0033541535531267782
148477,0.008702520061652542,0.008385294790475326
164594,0.06374580800106383,0.026746987414103057
168958,0.010985374893361212,0.0001860156745745568
198162,0.041919458199750764,0.000373666225644108
233228,0.020079612849614747,0.005945469296643757
457807,0.021230078662501088,0.007320403092392825
838195,0.017567007002646778,0.00024020886075423232
611877,0.009195557209452402,0.0
20319,0.0015710447222233926,0.000604299393784785
750203,0.06910576276730125,0.03762911426924339
74970,0.18071589993444406,0.0
20403,0.01544375618237697,2.3012959430959443e-05
246022,0.060556559800313374,0.001723566311627619
287604,0.4814023728599913,0.019799757935738713
120010,0.0011321976680084473,0.0
20729,0.0,0.0
163420,0.0030045431904137214,0.0
206407,0.03962960787420746,0.0
475334,0.0005579294716382282,0.0
479350,0.005072897175651333,0.0
486047,0.0017526051342105116,0.0
604075,0.007804130160714952,0.0
786613,0.04746924693823047,0.0
1416172,0.0,0.0
20740,0.0,0.0
129817,0.009655378975008308,0.0003514706531273806
165830,0.004195111861812958,0.0
181376,0.00454564336714777,0.04400219760536233
352171,0.006482858799834808,0.0
681340,0.014295363168086722,0.0
697350,0.0009367257843608319,0.0
788508,0.0017817788567723724,0.0
798477,0.0037256734112100596,0.0
20760,0.0007357467718662483,0.0
80780,0.005700086776680549,0.00910674020851916
85410,0.0017740255899978956,0.0
142050,0.004802957783655172,0.004283166143914629
174122,0.0032769312566672216,0.010899901921192902
177060,0.026169331906038262,0.056115685901554004
307875,0.0027526054974975275,0.023812692646608125
345355,0.002752150340041837,0.0018286023966604802
852997,0.00014139213266171067,0.001263606995774463
69534,0.003177911352128673,0.0
20812,0.0,0.0
222436,0.0027740072894333707,8.786766328184516e-05
251595,0.0004056060812666854,0.0
297702,0.007937279023498849,0.0
20862,0.0005708819970210955,0.0
520975,0.004474843889504118,0.0
680522,0.0027783312190814047,0.010029882566669738
20919,0.0,0.0
97529,0.0028803234882813404,0.0
20971,0.0,0.0
226380,0.0008288034305051554,0.0
680003,0.0020171439276441,0.0
789775,0.008181142015011156,0.0
798326,0.0022602787321369263,0.0
800100,0.009789750631013661,0.00010232842373970146
928942,0.06957281003019702,0.00034711649224452115
961688,0.0,0.0
189644,0.017952774783655517,0.0
20984,0.0006398537040558041,0.0
21008,0.0,0.0
281254,0.0,0.0
393789,0.0015374026465317153,0.0
510805,0.0006658772185478147,0.0
530745,0.025810229008735416,0.007865244616543159
583959,0.07157540588031004,0.035872448280329046
592954,0.005474756372085476,0.00013592152244422216
681171,0.0,0.0
787960,0.0,0.0
936206,0.010493766249489007,0.001525683134373666
941579,0.08166036836931008,0.019538505454278463
21009,5.8167649512729076e-05,0.0
140816,0.006902993853129404,0.006353175323299475
252184,0.008862223198746974,0.0
337631,0.008171348045749616,0.03500261236621639
467853,0.002524169674483863,0.0
21292,0.0016759547561349519,0.0
887348,0.010407585373350006,0.0
21492,0.0,0.0
194703,0.030939411216893933,0.007787251939061101
756656,0.050869595504249375,0.013327551980476113
21578,0.00012774072049854228,0.0
191063,0.009152342584621678,0.0
308932,0.019487463385160147,0.0
672011,0.03570270802385938,0.0
46794,0.005259318745008558,0.0
21670,0.0,0.0
99246,0.004304016418235165,0.0
162197,0.0021923517338383906,0.0
169795,0.002568991339999868,0.0
377581,0.0012950250427608515,0.0
570061,0.0012786530330837326,0.0
615489,0.0007115193766165728,0.0
925528,0.006333895514317467,0.0
528221,0.050707234735345434,0.03838384121470968
21747,0.0022052608592662017,0.008470286025411377
94210,0.045593888889628204,0.060751430146341136
397042,0.002969890604220335,0.0
502199,0.0033067648383915812,0.0
548338,0.04583732380338061,0.0
674332,0.016176922214220825,0.011219971421345516
678408,0.016460384009488325,0.0
22020,0.0,0.0
228299,0.0,0.0
233862,0.01844857356126268,0.012303263668047163
243527,0.014986016752757826,0.0
463527,0.0007953554281331757,0.002879474133578576
156043,0.01739964798078804,0.0
259800,0.017520182497884847,0.0
754879,0.010126235057139232,0.0
792925,0.016612991874775097,0.0
22348,0.0018910254612676857,0.015047742494596549
631579,0.005842002033945388,0.013315231798753201
927736,0.003703144724503695,0.0008204335261558417
955544,0.0017442951216659064,0.0
961234,0.0027166058429495352,2.5105046651955757e-05
103324,0.005749494001457201,0.0
22369,0.0,0.0
151787,0.0070223036421518635,0.0
305541,0.006882297355170335,0.008724003711554625
22574,0.0,0.0
22602,0.0,0.0
22875,0.0016072637721609244,0.0
278575,0.014458688515216233,0.033519273204333185
567190,0.018947829371639406,0.0
573870,0.02417030256798134,0.0
923618,0.017806954877433306,0.0
2993710,0.04375332781677343,0.010341534665922884
228323,0.009583470489072562,0.0
22981,0.0,0.0
23147,0.0,0.0
74853,0.009273074934278964,0.0
23202,0.0,0.0
921306,0.0208541160880601,0.07195952841678972
190632,0.0021657978813115247,0.0
23411,0.0,0.0
23925,0.0,0.0
610706,0.011441450983969375,0.000620244087104807
23982,0.0,0.0
24139,0.0,0.0
502163,0.017246965915553577,0.0
24152,0.0,0.0
75295,0.034514511690196446,0.003123145242483762
24309,0.0,0.0
173988,0.011364999502954522,0.004091322038039111
190021,0.04108743354665572,0.011518016113861341
242861,0.017455977361486893,0.0035172191136421237
636474,0.01717833971756694,0.004559907125098761
24329,0.0,0.0
172612,0.013737403382626724,0.022696485534543585
932858,0.0038850682775592358,0.006775583848761924
24568,0.017084952175051283,0.011294630522384332
607804,0.06361126772266873,0.0
24944,0.014211347808810572,0.02683762909031664
407986,0.007836029864970223,0.002997375927798208
814220,0.0066809735638952,0.0
161351,0.0,0.0
25142,0.0,0.0
268871,0.003911326587998195,0.0
333464,0.001257610219907653,0.0019083306940875064
25236,0.0,0.0
193231,0.05411785647608512,3.777304232454707e-05
413524,0.02682363898457846,0.019741099191545153
104714,0.1933852748355708,0.1756342751873118
25394,0.0021304911247502947,0.003066491787655496
35076,0.009780112181124878,0.004888769029896368
161920,0.008919377441037168,0.04215223916129583
239921,0.028260660341590218,0.027060836780655798
332257,0.010524315899737688,0.08863858685356091
482334,0.026632969025388732,0.020303451063105892
748222,0.04023994253000953,0.0
25778,0.0015382111760032801,0.0
129775,0.06628812646364363,0.04533423098148434
131624,0.03333547676793883,0.0
25857,0.0027703768758121357,0.0
617370,0.015941129484500233,0.0
793845,0.004510670078157147,0.003200893448124359
25899,0.0006635420759229836,0.0
101795,0.0,0.0
25965,0.0,0.0
188432,0.000584906392918985,0.0
944206,0.0047833180733044085,0.0
26023,0.0007230686277890013,0.0
354158,0.000432886630630115,0.0
564239,0.007500751256951611,0.0
678339,0.012517226073351866,0.0
755494,0.0732123644711594,0.004133801843783662
771010,0.013079015645172163,0.0
838241,0.007985217062559778,0.0
840523,0.01530240009612518,0.0
937003,0.020418384890246364,0.0
26161,0.0,0.0
26164,0.00012673209058440714,0.0
69060,0.0019673764359852417,0.0
100473,0.0009222781190475359,0.0
109414,0.0008157558045433831,0.0
238297,0.005716191245463436,0.0
498691,0.01844096848143451,0.009222845184930419
585189,0.01549319072430973,0.0
762500,0.0018308314637388349,0.0
766361,0.004552338762947713,0.0
797431,0.004174781319303545,2.719713387295207e-05
172167,0.006009855819708789,0.0
26193,4.7380194512186594e-05,0.0
174752,0.001010191738763722,0.0
601430,0.00040377297630989783,0.0
749504,0.014974194037084743,0.0
26367,0.0,0.0
105354,0.041531514390190635,0.0
500992,0.0057256645401028506,0.0
835585,0.001643515690454876,0.0
859868,0.001985901496425378,0.0
948171,0.002048522207347276,0.0
26510,0.0024588271596730515,0.010266557836902853
185615,0.007531341674032312,0.00980426964947987
198532,0.005779467287233608,0.015242036024309232
391398,0.06932574937161286,0.019241599986608036
538677,0.23721217799711836,0.01984369332782321
744796,0.009079787925462853,0.07497813578169504
814751,0.010335211867143354,0.01329965613407221
26520,0.004272712215315471,0.009003044660214461
37658,0.09621909506847451,0.004284833724282849
57209,0.006301941212960877,0.0
118327,0.024658577495741258,9.112229837283357e-05
140499,0.03816400391858398,0.027553538356353244
174822,0.01239824890071175,0.0032239128447467662
186594,0.0026828137340872502,0.0
241724,0.0019214380070915903,0.001160646282387781
311074,0.007056637480667211,0.0004769958863871594
387815,0.04836830224099573,0.05033898157395653
488378,0.010096060990980094,0.0244242565644029
521704,0.015560644562328323,0.0020994682029418575
607028,0.009087943045023495,0.0001757353265636903
635413,0.033551044581759955,0.02823496502514556
645612,0.08567664385141138,0.002187833084552381
678009,0.04885779019283862,0.04715908296169139
753963,0.01575130383214357,0.0007719801845476396
773392,0.001994187226528028,0.0
799466,0.0038580772425295547,0.0
849672,0.01279570983064484,0.006854608736247236
936658,0.0037037110211429404,0.0
26637,0.0,0.0
72041,0.012119424310638272,0.0039022124508674228
26825,0.0001283123208753985,0.0
123915,0.0015639112313973224,0.0
208303,0.004604956377734898,0.0
754251,0.010666735904295982,0.012897820789138686
756180,0.007773191063446023,0.0
26952,0.0006214804734715384,0.0
83095,0.002823848078031323,0.004580414403151132
152973,0.003592647758384522,0.002235194870317327
182360,0.02873291021158173,0.009132164809918122
577235,0.02356785965343865,0.008400691203554038
27102,0.0,0.0
27136,0.006447325595262816,0.046345123319679604
203670,0.002205714903180474,0.0
313899,0.002205714903180474,0.0
749671,0.0027486129652992785,0.0
27221,0.0,0.0
769444,0.01256168580757674,0.06229980889212759
27916,0.007050003570039573,0.034911081887474625
250435,0.006541002094343857,0.014642782844401998
266160,0.16542900558013476,0.0
330601,0.023609081639764756,0.0
330967,0.010890513747451558,0.00010818849728886319
894827,0.010080512604669571,0.014232733473313436
28002,0.00034288298660135034,0.0
242211,0.0021746444265756475,0.0
323194,0.005675239618780097,0.0
259529,0.46434224798286816,0.005620407262686745
28015,0.0,0.0
191429,0.0051309603048560115,0.0
769616,0.016360952243610324,0.0
959770,0.14165548672036535,0.018606290227450865
28316,0.001287699657857617,0.0
28432,0.0019207329633870985,0.01570637657202939
127360,0.008366371649334941,0.009492462083721743
358820,0.018532070679000298,0.028423695735615605
481057,0.021537679380356917,0.006273599592297117
567325,0.012091486718515914,0.0
28772,0.025205630720359824,0.005776962544240799
203639,0.0031473715126906525,0.0
29978,0.002616088869613495,0.0
28863,0.0,0.0
28918,0.0,0.0
35021,0.04929742800391956,0.03265814767611143
135024,0.04518665607195711,0.013289648485202603
282709,0.0375333965495085,0.0
569685,0.10404255712449714,0.0
29334,0.036993176640999464,0.0
353145,0.059770878311156544,0.0007777319962406099
29365,0.0,0.0
29600,0.0,0.0
70800,0.002352169689635902,0.0
154544,0.03379035844463023,0.0
195874,0.02116786722850249,0.0013788137834808381
197921,0.021340772518741186,0.0045698856237803434
768321,0.00880531302831149,0.0
784732,0.012383585512310794,0.0014540732982458943
29604,0.0,0.0
29909,0.008110150791732116,0.0
45313,0.006118188871025434,0.0017487347972518284
292915,0.013693558400324045,0.0045439999395026085
293896,0.022326318951702114,0.0
505532,0.03958248975611636,0.008487761112692916
595101,0.035962354909106,0.031404463664465955
643549,0.012220498164240874,0.0007533606082807723
794173,0.0010408932030514296,0.0
845625,0.006160989784986905,0.0008523974089242419
892823,0.009470091827102395,0.0
956707,0.004523015051473505,0.0
29808,0.0048781222408212,0.0
84814,0.003458383340493527,0.0
391933,0.01993673822182565,0.0
588508,0.004822666532294581,0.0
596126,0.04518164383602775,0.0
809999,0.014284011021780849,0.0
256349,0.05059655840051163,0.002371725397299977
322027,0.022784078202545924,0.0
479028,0.047390203452739116,0.002069930675927468
495784,0.009006515399859302,0.0
815575,0.08261643710373322,0.004397421657278697
137494,0.16821122391444945,0.08784339131496503
376608,0.06015726620316257,0.05533648292423845
792953,0.13565732040090095,0.002642905503387443
793988,0.10410678609559151,0.000708710518633313
803720,0.08636438748331916,0.0
193216,0.04315050266115338,0.0
210323,0.008550570649716673,0.0011067329847153507
482600,0.005428642910867283,0.0
297955,0.002202901950927713,0.0
319021,0.003873676459197356,0.0
486645,0.0008983671485139854,0.0
501802,0.014606993563050008,0.0
583478,0.004734516389949793,0.0
202554,0.0014344370478268453,0.0
30250,0.0,0.0
489316,0.04507187519388707,0.0
30431,0.0006110882357557621,0.0
129308,0.018187179418154634,0.0007797040063118314
415239,0.0012891453479285248,0.0
745318,0.001994909769240524,0.0
790814,0.008149759886973376,0.0007953347640343902
30925,0.0017452759623646705,0.0005991737800933441
395819,0.0709941852768314,0.0
30928,0.0017734670029214286,4.7819136479915725e-05
61226,0.014884695681631636,0.0017228048033689556
607773,0.01991790210768359,0.0
892771,0.04263508790341659,0.00019723141184290808
31022,0.00238687411464515,0.0
290040,0.029530724498081203,0.0004168682715701769
317093,0.3583960871073455,0.0
668448,0.10647977005385917,0.018087125091976013
817000,0.04949168849504149,0.0004949972701614712
51066,0.0,0.008774213804858537
31158,0.0,0.0
31263,0.02938079073695693,0.004999102820073784
304401,0.03123354492270244,0.0
31324,0.00358825259391482,0.0
590479,0.04815357439577583,0.0
925837,0.005612763593604088,0.0
299668,0.013762697821640248,0.006478745819021081
31442,0.0007377845459563244,0.0
210991,0.0056813354549079004,0.0
317865,0.0034302805248029714,0.0009947365821513484
585249,0.008383271353048043,0.006893904176873048
922728,0.02537066087600599,0.007160058928338783
84053,0.044613631752134085,0.0
119651,0.006653215342597419,0.0007106820289724476
478603,0.018395455276697236,0.0
758444,0.007270740000511331,0.0
31606,0.0012918529067897455,0.0
336783,0.023847940505742793,0.002343598020547869
384920,0.0005378849661414758,0.0
394449,0.0045740050058377295,0.003212177377968794
674263,0.011291020661026734,0.0
31617,0.0,0.0
408696,0.0029489490972201085,0.0
607202,0.0071987702397314874,0.031395361466306754
920101,0.0035614609239689584,5.230218052490782e-05
46699,0.1347879586889861,0.008329953312154303
105618,0.005780189466076118,0.002723932882690281
130115,0.027582350449417797,0.022309981582608815
138833,0.03944170252111577,0.05220875377474561
170815,0.06361148162492454,0.04331605100467867
244711,0.003174278767905855,0.0
265456,0.044279097162105055,0.0004016807464312921
424296,0.011744922884653185,9.750620797857816e-05
479582,0.0771207028492541,0.0007603190606724903
496097,0.01711595382805506,0.029987857625749785
497132,0.013371525873871698,0.024134144678805706
636044,0.03875880037001085,0.002641452675397959
692100,0.007716093175196867,0.013954782581879224
771297,0.00856220517211251,0.0003378720861909046
31697,0.0,0.0
31765,0.0,0.0
31823,0.0,0.0
573410,0.00028913350823577493,0.0012672519471582165
652255,0.0004628608881137925,0.006512004718523486
82742,0.0014584371773026833,0.015771226729228864
31969,0.0,0.0
222927,0.007844406502179106,0.0
231645,0.05172403179940048,0.0
31971,0.0,0.0
32045,0.0,0.0
12802,0.032044220133474285,0.0
195368,0.023396791290065475,0.0
32193,0.0017578743281098836,0.0
289685,0.0011461181311396987,0.0032740245409813825
32301,0.0,0.0
32333,0.0,0.0
333634,0.03815193948712198,0.07023328339997453
32366,0.014670159871705024,0.029485070623460233
517264,0.008343116447611511,0.0
577531,0.43561104823931607,0.0
845468,0.006122401322938703,0.010272676843179987
32401,0.0019282796177370466,0.0
659517,0.028656672467375723,0.0
674873,0.027316075952762624,0.0
32409,0.0,0.0
32433,0.0021155545584741337,0.0
175708,0.005306484216445702,0.005172386784310385
759031,0.0028206763565360175,0.0
32807,0.00012476010368690964,0.0
150062,0.012563566732691312,0.0
242511,0.020546896567003817,0.026248557504651618
32971,0.0001905177693212297,0.0
163229,0.01288604442227187,0.0
597094,0.008709989715545863,0.0
64509,0.04630615541829745,0.03398696471813855
343396,0.19651748563493981,0.005721616953527367
68551,0.0014954906658275731,0.0
33481,0.0,0.0
283405,0.0,0.0
767370,0.0006109412859043616,0.0
926108,0.0,0.0
33560,0.010337488025005276,0.0
627337,0.010646589008519716,0.0
660401,0.014350347739098074,0.0
33580,0.005960892326954899,0.0
218885,0.014155590388292278,3.4310230424339537e-05
219334,0.009456465193002318,0.0
939187,0.0032402301656264546,0.0
33666,0.002660746503645332,0.0
125465,0.005282038496201479,0.0
33995,0.0,0.0
33316,0.001380014887792575,0.0
34094,0.018455769945938113,0.0008410190628405179
138332,0.016873285339494153,0.0
839369,0.005280933023993059,0.0
68738,0.0016470733017586734,0.0
34172,0.017741357917654483,0.0
259561,0.003661692564032356,0.0
639053,0.06185041842011985,0.0
920073,0.014683323101101105,0.0
34249,0.002015106155959898,0.02715035937690515
152002,0.006480850414786811,0.015720039358410192
218994,0.006221680714946174,0.0014517237756168594
337271,0.0013537807179140316,0.0
377908,0.010509914189533896,0.005887819168762972
489876,0.008522715486479543,0.0077545762294508455
515628,0.016353343397153684,0.003542072843737632
543867,0.008507794842928055,0.006014650321783154
823165,0.007407246728123235,0.0024525042685731714
34382,0.0,0.0
89710,0.00748510794033284,1.8743338935801585e-05
149515,0.003516539684108387,0.0016581192569534318
574597,0.008442727408416638,0.0051289019148083835
665957,0.004912071653466589,0.0
921002,0.016616890387495985,0.00242476949574772
206967,0.062254021188034143,0.0
34617,0.001938078111615145,0.0
786228,0.003487099502472216,0.0
55304,0.05529228394021481,0.00152396556665436
34867,0.0,0.0
75171,0.06763279315107466,0.00045201352257223914
143367,0.0,0.0
423095,0.0,0.0
761706,0.009966296083307786,0.002560714758499487
34880,0.0,0.0
92303,0.0036401255857434816,0.0
131650,0.07032970800674454,0.015073177551592314
493327,0.018387039134931078,0.0
816900,0.007547679843832245,0.00021997346180039414
922200,0.012544175967493172,0.00010042018660782303
487186,0.062190220399266784,0.0030897494698176584
672910,0.08087043674437164,0.0
926604,0.03313627230444023,0.002116621991864157
948557,0.0056943393994088745,0.0
57488,0.0032080444931336443,0.0
82831,0.12829682984441476,0.0
403120,0.2649363254521334,0.011811606138457128
149044,0.0360617070387302,0.0009201696960348786
267814,0.006202339916729032,0.008481888074724777
345168,0.004977195085203304,0.011109814663981577
658346,0.010092724852959875,0.07409569771745336
35338,0.009382994826122218,0.0
160638,0.000559074420508335,0.0
246885,0.018908605376798723,0.0007949824153261837
35464,0.0007074064976098359,0.0007988784488175922
397876,0.003189258591043367,0.00022304638471850694
662800,0.14015895549489268,0.0
762288,0.052246860254645464,0.0
778344,0.026936380786904843,0.00027497153486678844
35587,0.008489639008128881,0.0
422947,0.06711589123124287,0.0
515251,0.004268126519655217,0.0
931105,0.014113704562934778,0.0
950956,0.003444861276311234,0.0
42993,0.004479343556086799,0.0004086087737285145
35697,0.0007242184218865956,0.00014500578388297906
35719,0.001961568351287084,0.0
80537,0.024002508252738624,0.0
35864,0.0,0.0
3495279,0.0014522102961939543,0.0
36310,0.0013325633022045922,0.0
135054,0.0011253108424655893,0.0
266255,0.022926069311445845,0.0
766385,0.0024351467511780646,0.0
36312,0.0,0.0
167517,0.005464056252110546,0.0002772015567820115
286561,0.0026706257207923956,0.02373086434283561
36327,0.0,0.0
135152,0.012461545905635035,0.0
799081,0.010889927068401584,0.0
925066,0.005083582816811174,0.0
36468,0.002230620289190036,0.0
573241,0.012618919011246845,0.0
61172,0.024160006179626124,0.0003548229068525514
758520,0.018005788031045796,0.0
858827,0.06272217223845489,0.0016093380947514136
889097,0.00828893202359387,3.633154098935133e-05
36645,0.0,0.0
558339,0.032723732758700656,0.0
642664,0.03500937107052736,0.0
988386,0.02675406870908635,0.0
858710,0.022358096014472494,0.02370157327452537
36849,0.0,0.0
903609,0.021901429687636392,0.0016694856023550578
36934,0.006154079332841799,0.0
36987,0.001078810971126736,0.0005123571415820468
484396,0.09562501635531741,0.007446330450656127
37026,0.0,0.0
578031,0.007094869924937361,0.0
935990,0.0,0.0
315336,0.037164535452806735,0.0
37197,0.0,0.0
556242,0.05027645698908272,0.0
75100,0.029813199268006664,0.0
140689,0.015299594994411617,0.0
222351,0.005930228742883994,0.0
474482,0.032074441138787095,0.0
913210,0.005549100930187096,0.0
171693,0.0005763071736338081,0.0
37794,0.00028913350823577493,0.00013807775658575668
37865,0.005531808623742138,0.0
